Passage,DOI,Material,Rc,Unit,log(Rc)
"Investigation of glass forming ability and crystallization kinetics of Zr63.5Al10.7Cu10.7Ni15.1 bulk metallic glass. By plotting ln(R) versus 1/(T L - T XC)^(2), the R c will be obtained from the intercept of the straight line as shown in Fig. 8 . Thus, the R c calculated by Eqs. (3) and (4) is 35.7 and 27.8Ks^(-1), indicating its better glass forming ability.",10.1016/j.jallcom.2009.06.134,Al10.7Cu10.7Ni15.1Zr63.5,35.7,K/s,1.552668216
"Glass formation and non-isothermal crystallization of Zr62.5Al12.1Cu7.95Ni17.45 bulk metallic glass. By plotting ln(R) versus 1/(T L - T XC)^(2), the R c will be obtained from the intercept of the straight line as shown in Fig. 6 . Thus, the R cs calculated by Eqs. (3) and (4) are 37.6±0.04Ks^(-1) and 17.8Ks^(-1).",10.1016/j.jnoncrysol.2009.06.040,Al12.1Cu7.95Ni17.45Zr62.5,37.6,K/s,1.575187845
"Atomic structure and formation of CuZrAl bulk metallic glasses and composites. Yu et al. [19] showed that with addition of 4–8at.%% Al to Cu50Zr50 alloy, glassy rods with diameter of at least 5mm can be cast. An estimated critical cooling rate of about 250Ks^(-1) for the Cu50Zr50 BMG decreases below 40Ks^(-1) for the Cu48Zr48Al4 alloy [19].",10.1016/j.actamat.2015.08.060,Al4Cu48Zr48,40,K/s,1.602059991
"Exploration of crystal growth behavior in Au-based metallic glass by nanocalorimetry. Based on the study conducted by Lin et at. [21], the critical cooling rate (R c) that inhibits crystallization for the current AuAgPdCuSi alloy is approximately 40 K/s.",10.1016/j.intermet.2022.107494,Ag1Au1Cu1Pd1Si1,40,K/s,1.602059991
"Microstructure and crystallization mechanism of Ti-based bulk metallic glass by electron beam welding. For Zr60Cu15Ni10Al10Pd5 metallic glass, Inoue et al. have reported a critical cooling rate of ～190 K/s for glass formation prepared by zone-melted method [22]. However, the critical cooling rate for glass formation is ～40 K/s under unidirectional solidification with a moving velocity of liquid/solid interface, v, of faster than 4 mm/s and a temperature gradient, G, of greater than 4 K/mm [23].",10.1016/j.jmapro.2018.01.027,Al10Cu15Ni10Pd5Zr60,40,K/s,1.602059991
"Effects of Sn addition on the glass forming ability and crystallization behavior in Ni–Zr–Ti–Si alloys. Fig. 6(c) shows a re-plot of the DTA spectra shown in Fig. 6(a) and (b) into a form of In R as a function of 1/(T L-T xc)^(2). The resulting critical cooling rate for the formation of the amorphous phase in the Ni59Zr20Ti16Si5 and Ni59Zr20Ti16Si2Sn3 alloys were estimated to be about 200 and 40 K/s, respectively, indicating the Ni59Zr20Ti16Si2Sn3 alloy exhibits higher glass forming ability.",10.1016/j.jnoncrysol.2003.10.011,Ni59Si2Sn3Ti16Zr20,40,K/s,1.602059991
"Excellent glass-forming ability in simple Cu50Zr50-based alloys. For the Cu50Zr50 BMG, the estimated R c is about 250K/s. For the alloy with 4% Al addition, the R c drops to below 40K/s.",10.1016/j.jnoncrysol.2005.03.012,Al4Cu48Zr48,40,K/s,1.602059991
"Corrosion resistance and in vitro bioactivity of Si-containing coating prepared on a biodegradable Mg-Zn-Ca bulk metallic glass by micro-arc oxidation. The critical cooling rate which required a metallic glass to avoid the formation of detectable fraction of crystal in quenching molten alloys is used to describe the GFA of materials. According to Johnson [19], the maximum D c (cm) of the samples is fully amorphous can be used to estimate the critical cooling rate, R c : Since the maximum D c for the Mg67.2 and Mg65.2 BMGs are 4mm and 5mm respectively, using Eq. (1), the R c for glass formation of these two compositions can be estimated to be 62.5K/s and 40K/s, respectively.",10.1016/j.jnoncrysol.2016.11.011,Ca6Mg65.2Zn28.8,40,K/s,1.602059991
"Effect of Al addition on structure and dynamics of Zr-Cu-Al glass-forming alloy. The GFA of BMG forming alloys are dependent on composition and, even a minor change in the fraction of the alloying element results in a drastic change in the GFA of the alloys. For example, the critical cooling rate RC (which gives measure of ease of glass formation and hence GFA) Cu50Zr50, Cu46Zr46Al8 and Cu46Zr46Al7Gd1 are 250, 40 and 10 K/s respectively [2].",10.1016/j.matpr.2020.10.633,Al8Cu46Zr46,40,K/s,1.602059991
"Electron-beam welding of Zr50Cu30Ni10Al10 bulk glassy alloys. The cast structure of the unidirectional solidified Zr60Cu15Ni5Al10Pd5 bulk glassy alloy was reported in 1995 [7]. In this report, the critical cooling rate for the glassy phase formation at the unidirectional solidification S/L interface is about 40K/s.",10.1016/j.msea.2003.10.225,Al10Cu15Ni5Pd5Zr60,40,K/s,1.602059991
"Undercooling behavior of Zr–Cu–Ni–Al bulk metallic glasses investigated by in situ synchrotron high energy X-ray diffraction. Lin and Johnson proposed that R c is closely related to the critical diameter of BMG [50], d max is the critical radius of the rod-shaped BMG in the unit of centimeter. Substituting the corresponding critical diameter 0.6cm, 1cm, and 1.4cm, the R c for Zr53, Zr51.9, and Zr50.7 BMGs are calculated to be 111K/s, 40K/s and 20K/s which agree very well with the estimation above.",10.1016/j.msea.2012.06.030,Al14.3Cu23.3Ni10.5Zr51.9,40,K/s,1.602059991
"Roles of minor additions in formation and properties of bulk metallic glasses. When 4% Al is added, the full amorphous rod can be produced up to 5mm at least. For the alloy with 4% Al addition, the critical cooling rate R c drops from 250K/s for the Cu50Zr50 BMG to about 40K/s.",10.1016/j.pmatsci.2006.07.003,Al4Cu48Zr48,40,K/s,1.602059991
"Glass forming ability and magnetic properties of a Gd55Ni25Al18Zn2 bulk metallic glass. The Tg , Tx , Tm and Tl of the BMG are about 552K, 591K, 906K and 949K, respectively, as marked clearly in Fig. 1(b). Thus, the reduced glass transition temperature (Trg = Tg / Tl ) [34], the parameter γ (= Tx /(Tg + Tl )), the critical cooling rate (Rc =5.1×10^(21)exp(-117.19γ)) and the critical section thickness (Zc =2.8×10^(-7)exp(41.7γ)) [35,36] of the Gd55Ni25Al18Zn2 BMG are calculated as about 0.58, 0.394, 45K/s and 3.82mm, respectively.",10.1016/j.jnoncrysol.2015.04.042,Al18Gd55Ni25Zn2,45,K/s,1.653212514
"Crystallization prediction on laser three-dimensional printing of Zr-based bulk metallic glass. It is found that the characteristic temperatures meet the fitting very well, as described by lnR =7.9-901.8/(T l - T xc )^(2). Then the R c of Zr50Ti5Cu27Ni10Al8 BMG calculated by this method is 45K/s.",10.1016/j.jnoncrysol.2017.01.038,Al8Cu27Ni10Ti5Zr50,45,K/s,1.653212514
"Excellent glass forming ability and refrigeration capacity of a Gd55Al18Ni25Sn2 bulk metallic glass. This alloy was obtained with excellent GFA and MCE by minor addition and element replacement methods. The ΔT, Trg , γ, Rc and Zc obtained from the DSC results of the BMG are about 37K, 0.59, 0.394, 45.18K/s and 3.82mm, indicating a rather high GFA of Gd55Al18Ni25Sn2 alloy.",10.1016/j.jallcom.2013.07.137,Al18Gd55Ni25Sn2,45.18,K/s,1.654946227
"Effect of the remelting scanning speed on the amorphous forming ability of Ni-based alloy using laser cladding plus a laser remelting process. Based on the test results of Fig. 7, the critical cooling rate (Rc ) for the (Ni0.6Fe0.4)68B18Si10Nb4 alloy was also calculated according to the study of Z. P. Lu [24]. A value of 49.3K/s for Rc is obtained.",10.1016/j.surfcoat.2014.09.067,B18Fe27.2Nb4Ni40.8Si10,49.3,K/s,1.692846919
"Enthalpy relaxation and its relation to the thermodynamics and crystallization of the Zr58.5Cu15.6Ni12.8Al10.3Nb2.8 bulk metallic glass-forming alloy. The entropy of fusion and the critical cooling rate of V106a are 8.03J/g-atom/K and 1.75K/s, respectively, which are comparable to the values of about 8.8J/g-atom/K and 1K/s for Zr41.2Ti13.8Cu12.5Ni10.0Be22.5 (Vit1) [10]. These values are relatively small if compared with those of the ternary Mg64Cu25Y10 (about 11J/g-atom/K and 50K/s) [9], and those of the binary Zr62Ni38, which is known of having critical cooling rates of 10^(4) K/s [9,22].",10.1016/j.actamat.2006.09.040,Cu25Mg64Y10,50,K/s,1.698970004
"Reduced glass transition temperature and glass forming ability of bulk glass forming alloys. Our result as well as that of Busch et al. [15] shows that this alloy is at a ternary eutectic point. Similarly, each of the two best glass forming alloys, Mg65Ni20Nd15 and Mg70Ni20Nd10 with critical section thickness of 3.5 and 2 mm and critical cooling rates for glass formation of 50 and 400 K/s, respectively, among eight Mg–Ni–Nd glass forming alloys [16], is around a eutectic point, as shown by our present melting study (Fig. 2).",10.1016/S0022-3093(00)00064-8,Mg65Nd15Ni20,50,K/s,1.698970004
"Bulk metallic glass formation in the Mg–Cu–Zn–Y system. Among them, ternary Mg65Cu25Y10 alloy shows a good glass-forming ability (GFA) so that metallic glass rods with diameters of 4 and 7 mm can be prepared by using the copper mold casting and high pressure die-casting methods, respectively [1,2]. The critical cooling rate to form the metallic glass was estimated to be of the order of 50 K/s [3].",10.1016/S1359-6462(02)00055-6,Cu25Mg65Y10,50,K/s,1.698970004
"The correlation between reduced glass transition temperature and glass forming ability of bulk metallic glasses. Our result as well as that of Busch et al [14] show that this alloy is at a ternary eutectic point. Similarly, each of the two best glass forming alloys, Mg65Ni20Nd15 and Mg70Ni20Nd10 with critical section thickness of 3.5 mm and 2mm and critical cooling rates for glass formation of 50 K/s and 400 K/s respectively among eight Mg-Ni-Nd glass forming alloys [42], is around a eutectic point.",10.1016/S1359-6462(99)00417-0,Mg65Nd15Ni20,50,K/s,1.698970004
"Viscosity-related properties of Mg65Cu25Y10 bulk metallic glass determined by uniaxial tension in the supercooled liquid region. Fig. 2b shows ln ⁡ R as a function of ( T l - T x c ) 2 which yields a straight line (R ^(2) =1.0) and, hence, confirms the validity of Eq. (6). From the y-intercept, R c was determined to be 58.5±1.2°C/s; this value is slightly lower than 83°C/s obtained by casting into a wedge-shaped copper mould [36].",10.1016/j.jallcom.2010.02.116,Cu25Mg65Y10,58.5,K/s,1.767155866
"Summary of the CALPHAD XXXVI 2007 conference. The mobility values for B, C, Fe, Cr and Mo used to perform these calculations were based on the results of Tyagi et al. [9]. The results for SAM7, which contains 2 at.%% Y, following the findings of Lu et al. [10] and Ponnambalam et al. [11,12], and SAM2X5 [13] which exhibit critical cooling rates of 60 C/s and 600 C/s respectively can be characterized by cell sizes of 5 microns and 0.25 microns respectively.",10.1016/j.calphad.2007.11.002,B6C15Cr15Fe48Mo14Y2,60,K/s,1.77815125
"Ternary Sm–Al–Co bulk metallic glass with high glass-forming ability. For the Sm55Al25Co20 alloy with 4mm in diameter, its critical cooling rate is about 60K/s. As for previously reported, Sm60Fe10Al10Co15Cu5 BMG with critical diameter of 3mm, its critical cooling rate is about 110K/s, obviously higher than Sm55Al25Co20 alloy.",10.1016/j.jallcom.2006.05.072,Al25Co20Sm55,60,K/s,1.77815125
"Corrosion resistance and in vitro bioactivity of Si-containing coating prepared on a biodegradable Mg-Zn-Ca bulk metallic glass by micro-arc oxidation. The critical cooling rate which required a metallic glass to avoid the formation of detectable fraction of crystal in quenching molten alloys is used to describe the GFA of materials. According to Johnson [19], the maximum D c (cm) of the samples is fully amorphous can be used to estimate the critical cooling rate, R c : Since the maximum D c for the Mg67.2 and Mg65.2 BMGs are 4mm and 5mm respectively, using Eq. (1), the R c for glass formation of these two compositions can be estimated to be 62.5K/s and 40K/s, respectively.",10.1016/j.jnoncrysol.2016.11.011,Ca6Mg67.2Zn26.8,62.5,K/s,1.795880017
"Revisiting the Cu47Ti33Zr11Ni8Si1 glass-forming alloy. Although the value estimated for our experiments (62.5K/s) is close to these predictions, the microstructure as observed by TEM clearly reveals a composite microstructure. Additionally, the critical cooling rate as well as the critical casting thickness can be calculated from the relation R c =5.1×10^(21) exp(-117.19γ), where R c is the critical cooling rate in K/s and the Z c =2.8×10^(-7) exp(41.70γ) [19].",10.1016/j.scriptamat.2005.11.007,Cu47Ni8Si1Ti33Zr11,62.5,K/s,1.795880017
"Glass forming ability and a novel method for evaluating the thermoplastic formability of Zr x Ti65-x Be27.5Cu7.5 alloys. Coincidentally, this unusual phenomenon has been observed intensively. It is found that La55Al25Ni20 (R c = 67.5 K/s) and La55Al25Cu5Ni10Co5 (R c = 18.8 K/s) present lower values of ΔG than Vit1 (R c = 1 K/s) [76].",10.1016/j.intermet.2019.106600,Al25La55Ni20,67.5,K/s,1.829303773
"Thermodynamics of La based La–Al–Cu–Ni–Co alloys studied by temperature modulated DSC. After the thermodynamic functions of the alloy as a function of temperature were calculated, the Gibbs free energy of the undercooled liquid with respect to the crystal, ΔG l-s T , can also be evaluated by integrating the specific heat capacity difference according to the equation (5) ΔGl-s T =ΔH T -ΔS T ·T The calculated Gibbs free energy function with respect to the crystalline state for five La based alloys is plotted in Fig. 3 . The lowest Gibbs free energy difference is alloy L6 (Fig. 3) which has the lowest critical cooling rate of 18.8 K/s (Table 1), while the highest free energy corresponds to alloy L1 which has a highest critical cooling rate of 67.5 K/s among these five La based alloys.",10.1016/S0966-9795(99)00159-4,Al25La55Ni20,67.5,K/s,1.829303773
"Viscosity-related properties of Mg65Cu25Y10 bulk metallic glass determined by uniaxial tension in the supercooled liquid region. Using Richard's law for Δ H f , it was found that T N = 558 ⁡ K and t N = 2.5 ⁡ s . Hence, according to Eq. (14), the critical cooling rate for the present alloy is 83°C/s and 75°C/s using the data of Busch et al. [32] and Richard's law, respectively.",10.1016/j.jallcom.2010.02.116,Cu25Mg65Y10,75,K/s,1.875061263
"Laser additive manufacturing of ductile Fe-based bulk metallic glass composite. In the present study, a Fe41Co7Cr15Mo14C15B6Y2 (as-cast strength about 3.5 GPa and high glass-forming ability) BMG was selected as the model material. With excellent mechanical properties and a critical cooling rate of about 80 K/s for amorphous formation, the material has proven to be well suited for LAM technology [24,28].",10.1016/j.jmst.2022.01.013,B6C15Co7Cr15Fe41Mo14Y2,80,K/s,1.903089987
"3D printing of Fe-based bulk metallic glass composites with combined high strength and fracture toughness. If there is, what are the underlying physical origins for the scenario? In the present work, the inherently brittle Fe43.7Co7.3Cr14.7Mo12.6C15.5B4.3Y1.9 (at.%%) glassy alloy with high strength (~3.5GPa) and good glass forming ability (the critical cooling rate for glass formation is approximately 80K/s) [32] was selected and 3D-printed by selective laser melting.",10.1016/j.matdes.2018.01.061,B4.3C15.5Co7.3Cr14.7Fe43.7Mo12.6Y1.9,80,K/s,1.903089987
"The kinetics of devitrification of amorphous alloys: The time–temperature–crystallinity diagram describing the spark plasma sintering of Fe-based metallic glasses. It has been proposed that yttrium disrupts compound formation in Fe-based amorphous alloys, hence the critical cooling rate is lower in this material compared to SAM2X5 [43]. The values of critical cooling rate for SAM7 and SAM2X5 are 80 and 600Ks^(-1), respectively.",10.1016/j.scriptamat.2013.02.019,B6C15Cr15Fe48Mo14Y2,80,K/s,1.903089987
"Viscosity-related properties of Mg65Cu25Y10 bulk metallic glass determined by uniaxial tension in the supercooled liquid region. Using Richard's law for Δ H f , it was found that T N = 558 ⁡ K and t N = 2.5 ⁡ s . Hence, according to Eq. (14), the critical cooling rate for the present alloy is 83°C/s and 75°C/s using the data of Busch et al. [32] and Richard's law, respectively.",10.1016/j.jallcom.2010.02.116,Cu25Mg65Y10,83,K/s,1.919078092
"Fe65.5Cr4Mo4Ga4P12C5B5.5 BMGs: Sample preparation, thermal stability and mechanical properties. Lu and Liu [18] linked the new dimensionless γ parameter to the critical cooling rate R c as well as to a critical cross section Z c by studying the data available in literature for representative non-ferrous BMGs. Using γ parameter equal to 0.388 (Table 1), the calculated critical cooling rate is 91K/s and the maximum achievable diameter 2.9mm.",10.1016/j.jallcom.2006.08.188,B5.5C5Cr4Fe65.5Ga4Mo4P12,91,K/s,1.959041392
"Glass formation and crystallization behavior in Mg65Cu25Y10−x Gd x (x=0, 5 and 10) alloys. Bulk amorphous specimens with a diameter of 4 mm were successfully produced by injection casting Mg65Cu25Y10 alloy into a Cu-mold [7]. The critical cooling rate for the amorphous phase formation is about 10^(2) K/s for this alloy system [7].",10.1016/j.jnoncrysol.2004.03.110,Cu25Mg65Y10,100,K/s,2
"Detailed structural analysis of amorphous Pd40Cu40P20: Comparison with the metallic glass Pd40Ni40P20 from the viewpoint of glass forming ability. However, that of PCP highly depends on the manufacturers, such as more than 7 mm by He et al. [2], only a ribbon form by Lysenko et al. [8], or in the best case a plate with 1 mm thickness but usually no bulk form by Haruyama et al. [7]. As regards the critical cooling rate, He and Schwarz estimated to be 100 K/s [2], and Wang et al. gave a value of 238 K/s [9].",10.1016/j.jnoncrysol.2020.120536,Cu40P20Pd40,100,K/s,2
"Structural and mechanical properties of Hf55Cu28Ni5Al12bulk metallic glass alloy prepared at different cooling rates. Based on typical values of the parameters mentioned above, Eq. (1) can be empirically reduced to The cooling rates (K/s) in the present study for the melt-spun ribbon and the cylindrical cross-section rods estimated using Eq. (2) are listed in Table 2. Since 5 mm rod shows evidence of crytstallisation (Fig. 1 and 3) and 3 mm does not, it appears the critical cooling rate is of the order of 100 K/s (3 mm rod) to ensure retention of the amorphous phase in this alloy.",10.1016/j.jnoncrysol.2021.121373,Al12Cu28Hf55Ni5,100,K/s,2
"Elastic properties of Cu60Zr20Hf10Ti10 bulk metallic glass under high pressure. The cooling rate is the most important factor for these systems to inhibit the nucleation and growth of the competition crystalline phases. For CuZrHfTi alloy, however, the critical cooling rate is about 100 K/s and much lower than that of the conventional metallic glasses (about 10^(6) K/s), and then the microstructural characteristic becomes a more important factor for the achievement of good glass-forming ability.",10.1016/j.matlet.2005.10.026,Cu60Hf10Ti10Zr20,100,K/s,2
Formation of ferromagnetic bulk amorphous Fe40Ni40P14B6 alloys. It is indicated that the heterophase impurities have been removed and restricted more properly in our technique. The maximum diameter of bulk amorphous Fe40Ni40P14B6 alloy rods prepared from the fluxed specimen is ∼2.5mm and the corresponding critical cooling rate is estimated to be on the order of ∼10^(2) K s^(-1).,10.1016/j.matlet.2006.02.054,B6Fe40Ni40P14,100,K/s,2
"Microstructural and thermoanalytical investigations of nano-phase formation in Ti20Zr20Cu60 alloy. Hence, this particular composition synthesized by melt spinning has been taken up in this work for the study of microstructure developed on isothermal annealing at various temperatures. Kovneristyi and Pashkovskaja, on the other hand, found [7] the highest glass-forming ability (GFA) for Zr40Ti10Cu50 with critical cooling rate of 10^(2) °/s.",10.1016/j.msea.2003.10.172,Cu50Ti10Zr40,100,K/s,2
"Glass formation and local structure evolution in rapidly cooled PdNi alloy melt under high pressure. Since the presently used MD method is not suitable to simulate the cooling process at a relatively low cooling rate (<10^(10) K/s), the corresponding pressure for the Pd55Ni45 melt to form the glassy phase at low cooling rates cannot be obtained directly from the simulation. But one can extrapolate that the pressure to form the glassy phase at a critical cooling rate of 100 K/s, a possible cooling rate, which can be easily reached in experiments, is around 20 GPa.",10.1016/j.physleta.2007.08.072,Ni45Pd55,100,K/s,2
"Roles of minor additions in formation and properties of bulk metallic glasses. The excellent mechanical properties and the predicted chemical stability that originates from their seamless cylindrical graphitic structure suggest that CNT might act as a novel material for preparing metallic glassy matrix composites, which might possess unique properties such as high strength, lightweight and stiff. Because the addition of CNT can act as the heterogeneous nucleation for degrading the GFA, the BMG matrix material must have the excellent GFA such as Zr52.5Cu17.9Ni14.6Al10Ti5 BMG which has a critical cooling rate about 100K.",10.1016/j.pmatsci.2006.07.003,Al10Cu17.9Ni14.6Ti5Zr52.5,100,K,2
"Nanocalorimetry: Door opened for in situ material characterization under extreme non-equilibrium conditions. Au49Ag5.5Pd2.3Cu26.9Si16.3 has a high GFA [487], and a fully amorphous sample was prepared by using an improved Flash DSC sensor [348,488]. The experimental critical cooling rate (R c, cri) avoiding crystallization is about 600 K/s, which is higher than the value estimated by the critical casting thickness at 100 K/s [487].",10.1016/j.pmatsci.2019.04.001,Ag5.5Au49Cu26.9Pd2.3Si16.3,100,K/s,2
"Glass forming ability of La–Al–Ni–Cu and Pd–Si–Cu bulk metallic glasses. T m and T g for these five Pd-based metallic glasses do not vary very much, whilst T l has a minimum of Pd77.5Cu6Si16.5 alloy. The formation of amorphous spheres of 1.5mm in diameter has been reported in Pd77.5Cu6Si16.5 alloy with a critical cooling rate of 100K/s [12,13], while a higher critical cooling rate for glass formation was obtained in Pd79.5Cu4Si16.5 alloy to be 500K/s [14].",10.1016/S0921-5093(00)01563-X,Cu6Pd77.5Si16.5,100,K/s,2
"Bulk metallic glass formation in the Mg–Cu–Zn–Y system. Based on a relationship between the maximum casting thickness obtainable for a metallic glass and critical cooling rate, as expressed by (1) R c (K/s)=10/t^(2) (cm) where t is the resultant sample thickness [10], the critical cooling rate to form the glass for an alloy can be roughly estimated. The estimate indicates that the critical cooling rate was reduced from ∼100 K/s for the alloy at x=0 to ∼25 K/s at x=5, where the 3 and 6 mm were taken as the maximum casting thickness to form the glass for x=0 and 5, respectively.",10.1016/S1359-6462(02)00055-6,Cu25Mg65Y10,100,K/s,2
"Electron-beam welding of Zr50Cu30Ni10Al10 bulk glassy alloys. In this report, the critical cooling rate for the glassy phase formation at the unidirectional solidification S/L interface is about 40K/s. However, in the case of a V-shape copper mold equipped with thermocouples, the critical cooling rate with about 104K/s [13] for the formation of the Zr60Cu15Ni5Al10Pd5 bulk glassy alloy.",10.1016/j.msea.2003.10.225,Al10Cu15Ni5Pd5Zr60,104,K/s,2.017033339
"Ternary Sm–Al–Co bulk metallic glass with high glass-forming ability. For the Sm55Al25Co20 alloy with 4mm in diameter, its critical cooling rate is about 60K/s. As for previously reported, Sm60Fe10Al10Co15Cu5 BMG with critical diameter of 3mm, its critical cooling rate is about 110K/s, obviously higher than Sm55Al25Co20 alloy.",10.1016/j.jallcom.2006.05.072,Al10Co15Cu5Fe10Sm60,110,K/s,2.041392685
"Undercooling behavior of Zr–Cu–Ni–Al bulk metallic glasses investigated by in situ synchrotron high energy X-ray diffraction. Lin and Johnson proposed that R c is closely related to the critical diameter of BMG [50], d max is the critical radius of the rod-shaped BMG in the unit of centimeter. Substituting the corresponding critical diameter 0.6cm, 1cm, and 1.4cm, the R c for Zr53, Zr51.9, and Zr50.7 BMGs are calculated to be 111K/s, 40K/s and 20K/s which agree very well with the estimation above.",10.1016/j.msea.2012.06.030,Al16.3Cu18.7Ni12Zr53,111,K/s,2.045322979
"Crystallization discrepancies in Mg65Zn30Ca5 metallic glass ribbon and thin film revealed by nanocalorimetry. In contrast, the ribbon and thin film samples provide broad diffraction signals. Previously, Shiflet et al. prepared a Mg65Zn30Ca5 metallic glass rod with a diameter of 3 mm and estimated the critical cooling rate suppressing its crystallization to be ∼111 K/s [39]; this cooling rate is significantly lower than those of the ribbon and thin film samples prepared in the current study.",10.1016/j.tca.2023.179517,Ca5Mg65Zn30,111,K/s,2.045322979
"Reduced glass transition temperature and glass forming ability of bulk glass forming alloys. It is to be noticed that the alloy Mg90Ni5Nd5 has the largest melting interval with the poorest GFA among these eight alloys. Similarly in the Pd-based alloys, bulk glass formation has been reported in Pd77Cu4Si18 and Pd77Cu6Si17 alloys with critical thickness of 0.75 and 2 mm and critical cooling rates for glass formation of 500 and 125 K/s, respectively [20].",10.1016/S0022-3093(00)00064-8,Cu6Pd77Si17,125,K/s,2.096910013
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. Their corresponding critical cooling rates are listed in Table 6. It is seen that the critical cooling rates are reduced to 1.38×10^(2) K/s, 1.80×10^(2) K/s and 2.13×10^(2) K/s (Turnbull method), and 0.64K/s, 0.96K/s and 0.89K/s (TS method) for Cu60Zr32.5Ti7.5, Cu60Zr30Ti10 and Cu50Zr42.5Ti7.5 alloys, respectively.",10.1016/j.intermet.2007.07.008,Cu60Ti7.5Zr32.5,138,K/s,2.139879086
"Glass forming ability and microstructure of hard magnetic Nd60Al20Fe20 glass forming alloy. The parameter has been successfully demonstrated in various glass forming systems. The value of γ calculated for Nd60Al20Fe20 BMG is about 0.36, and the critical cooling rate (R c=C 1exp[(-1n C 1/γ 0)γ], where C 1 and γ 0 are constants) and section thickness (Z c=2.80×10^(-7)exp(41.70γ) of the BMG can be predicted accordingly [12,13] to be about 160Ks^(-1) and 1mm, respectively.",10.1016/j.intermet.2006.01.033,Al20Fe20Nd60,160,K/s,2.204119983
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. Their corresponding critical cooling rates are listed in Table 6. It is seen that the critical cooling rates are reduced to 1.38×10^(2) K/s, 1.80×10^(2) K/s and 2.13×10^(2) K/s (Turnbull method), and 0.64K/s, 0.96K/s and 0.89K/s (TS method) for Cu60Zr32.5Ti7.5, Cu60Zr30Ti10 and Cu50Zr42.5Ti7.5 alloys, respectively.",10.1016/j.intermet.2007.07.008,Cu60Ti10Zr30,180,K/s,2.255272505
"Microstructure and crystallization mechanism of Ti-based bulk metallic glass by electron beam welding. On the other hand, the critical cooling rate for glass formation largely depends on the solidification condition. For Zr60Cu15Ni10Al10Pd5 metallic glass, Inoue et al. have reported a critical cooling rate of ～190 K/s for glass formation prepared by zone-melted method [22].",10.1016/j.jmapro.2018.01.027,Al10Cu15Ni10Pd5Zr60,190,K/s,2.278753601
"Effects of Sn addition on the glass forming ability and crystallization behavior in Ni–Zr–Ti–Si alloys. Fig. 6(c) shows a re-plot of the DTA spectra shown in Fig. 6(a) and (b) into a form of In R as a function of 1/(T L-T xc)^(2). The resulting critical cooling rate for the formation of the amorphous phase in the Ni59Zr20Ti16Si5 and Ni59Zr20Ti16Si2Sn3 alloys were estimated to be about 200 and 40 K/s, respectively, indicating the Ni59Zr20Ti16Si2Sn3 alloy exhibits higher glass forming ability.",10.1016/j.jnoncrysol.2003.10.011,Ni59Si5Ti16Zr20,200,K/s,2.301029996
"Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. Their corresponding critical cooling rates are listed in Table 6. It is seen that the critical cooling rates are reduced to 1.38×10^(2) K/s, 1.80×10^(2) K/s and 2.13×10^(2) K/s (Turnbull method), and 0.64K/s, 0.96K/s and 0.89K/s (TS method) for Cu60Zr32.5Ti7.5, Cu60Zr30Ti10 and Cu50Zr42.5Ti7.5 alloys, respectively.",10.1016/j.intermet.2007.07.008,Cu50Ti7.5Zr42.5,213,K/s,2.328379603
"Detailed structural analysis of amorphous Pd40Cu40P20: Comparison with the metallic glass Pd40Ni40P20 from the viewpoint of glass forming ability. However, that of PCP highly depends on the manufacturers, such as more than 7 mm by He et al. [2], only a ribbon form by Lysenko et al. [8], or in the best case a plate with 1 mm thickness but usually no bulk form by Haruyama et al. [7]. As regards the critical cooling rate, He and Schwarz estimated to be 100 K/s [2], and Wang et al. gave a value of 238 K/s [9].",10.1016/j.jnoncrysol.2020.120536,Cu40P20Pd40,238,K/s,2.376576957
"Atomic structure and formation of CuZrAl bulk metallic glasses and composites. Yu et al. [19] showed that with addition of 4–8at.%% Al to Cu50Zr50 alloy, glassy rods with diameter of at least 5mm can be cast. An estimated critical cooling rate of about 250Ks^(-1) for the Cu50Zr50 BMG decreases below 40Ks^(-1) for the Cu48Zr48Al4 alloy [19].",10.1016/j.actamat.2015.08.060,Cu50Zr50,250,K/s,2.397940009
Prediction of the glass forming ability in Cu–Zr binary and Cu–Zr–Ti ternary alloys. It has been reported that the critical cooling rate of Cu50Zr50 alloy is about 250K/s [25]. Park et al. reported that the Cu–TM (transition metal) alloy system has a high GFA with critical cooling rates avoiding crystallization below 10^(2) K/s [26].,10.1016/j.intermet.2007.07.008,Cu50Zr50,250,K/s,2.397940009
"Small scale resistance spot welding of Cu47Ti34Zr11Ni8 (Vitreloy 101) bulk metallic glass. Hence there is a minimum critical cooling rate between T liquidus and T g at which nucleation can be hindered to prevent the onset of crystallization. Such an effect has been verified experimentally (Bossuyt, 2001) and, according to Glade et al. (2000), for Vitreloy 101 this critical cooling rate is approximately 250Ks^(-1).",10.1016/j.jmatprotec.2013.06.003,Cu47Ni8Ti34Zr11,250,K/s,2.397940009
