formula,c,mn,si,cr,ni,mo,v,n,nb,co,w,al,ti,yield strength,tensile strength,elongation,composition,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity
Fe0.714C0.00984Mn0.000102Si0.000200Cr0.0336Ni0.106Mo0.00698V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000118,0.21,0.01,0.01,3.11,11.11,1.19,0.01,0.0,0.01,13.48,0.0,0.01,0.01,1795.5,1991.9,13.4,Fe0.714 C0.00984 Mn0.000102 Si0.0002 Cr0.0336 Ni0.106 Mo0.00698 V0.00011 Nb6.05e-05 Co0.129 Al0.000208 Ti0.000118,26.183539396641834,56.007907772151775,56.25368182113086,1836.2952122561219,8.319964587737578,3.9869553502559687,130.2178853920418,1.8484717089315978
Fe0.714C0.0108Mn0.000102Si0.000400Cr0.0337Ni0.106Mo0.00703V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,0.23,0.01,0.02,3.12,11.03,1.2,0.01,0.0,0.01,13.45,0.0,0.01,0.01,1818.0,2022.2,14.4,Fe0.714 C0.0108 Mn0.000102 Si0.0004 Cr0.0337 Ni0.106 Mo0.00703 V0.00011 Nb6.05e-05 Co0.128 Al0.000208 Ti0.000117,26.161498309641672,56.02946695618063,56.20448930250174,1838.3270642336172,8.325526784621113,3.9848904702769303,130.1682742353409,1.8491206488577276
Fe0.715C0.00378Mn0.00609Si0.00605Cr0.133Ni0.0000966Mo0.0372V0.000111N0.00202Nb0.0000610Co0.0962Al0.000630,0.08,0.59,0.3,12.16,0.01,6.3,0.01,0.05,0.01,10.0,0.0,0.03,0.0,1287.4,1801.8,9.7,Fe0.715 C0.00378 Mn0.00609 Si0.00605 Cr0.133 Ni9.66e-05 Mo0.0372 V0.000111 N0.00202 Nb6.1e-05 Co0.0962 Al0.00063,26.22526145261741,54.57371431176523,56.682391136962735,1897.3655234860967,7.82569878826912,4.018976472213731,132.74928142145288,1.8281934290478292
Fe0.717C0.000960Mn0.000105Si0.000205Cr0.000111Ni0.178Mo0.0288V0.000113Nb0.00186Co0.0665Al0.00192Ti0.00494,0.02,0.01,0.01,0.01,18.1,4.8,0.01,0.0,0.3,6.8,0.0,0.09,0.41,1005.9,1109.3,28.0,Fe0.717 C0.00096 Mn0.000105 Si0.000205 Cr0.000111 Ni0.178 Mo0.0288 V0.000113 Nb0.00186 Co0.0665 Al0.00192 Ti0.00494,26.843720327751537,56.10716791569134,57.63702788690313,1827.2684554139173,8.355301375093203,4.026601326917965,130.93368808432464,1.8554078203803244
Fe0.718C0.000473Mn0.000103Si0.000606Cr0.0866Ni0.0969Mo0.00118N0.000405Co0.0784W0.00707Al0.00421Ti0.00581,0.01,0.01,0.03,7.93,10.02,0.2,0.0,0.01,0.0,8.14,2.29,0.2,0.49,1525.0,1635.0,9.8,Fe0.718 C0.000473 Mn0.000103 Si0.000606 Cr0.0866 Ni0.0969 Mo0.00118 N0.000405 Co0.0784 W0.00707 Al0.00421 Ti0.00581,26.354826222772132,55.3039238534964,56.75983120072277,1843.3489757511074,8.089537757675114,4.008750126280686,131.65174737461203,1.8293194246201827
Fe0.718C0.00317Mn0.00594Si0.00581Cr0.178Ni0.0648Mo0.000113V0.000107Nb0.0000585Co0.0000922Al0.0242,0.07,0.6,0.3,17.0,7.0,0.02,0.01,0.0,0.01,0.01,0.0,1.2,0.0,1362.9,1447.6,9.0,Fe0.718 C0.00317 Mn0.00594 Si0.00581 Cr0.178 Ni0.0648 Mo0.000113 V0.000107 Nb5.85e-05 Co9.22e-05 Al0.0242,25.322593622034077,54.94024796991514,54.34724815469043,1854.1913141849664,7.94192658194263,3.96383201403352,132.20944091552582,1.8006414795219032
Fe0.719C0.000945Mn0.000103Si0.000202Cr0.0557Ni0.108Mo0.0302V0.000111Nb0.0000611Co0.0597Al0.0149Ti0.0111,0.02,0.01,0.01,5.1,11.2,5.1,0.01,0.0,0.01,6.2,0.0,0.71,0.94,1071.4,1229.8,24.5,Fe0.719 C0.000945 Mn0.000103 Si0.000202 Cr0.0557 Ni0.108 Mo0.0302 V0.000111 Nb6.11e-05 Co0.0597 Al0.0149 Ti0.0111,26.388547913091116,55.50052813832814,56.770035806301685,1843.1011744640446,8.140259600262834,4.013268806759371,131.92684681668536,1.836254308779776
Fe0.720C0.000948Mn0.000104Si0.000203Cr0.0559Ni0.109Mo0.0303V0.00548Nb0.0000613Co0.0609Al0.00865Ti0.00880,0.02,0.01,0.01,5.1,11.2,5.1,0.49,0.0,0.01,6.3,0.0,0.41,0.74,1136.8,1205.8,22.5,Fe0.72 C0.000948 Mn0.000104 Si0.000203 Cr0.0559 Ni0.109 Mo0.0303 V0.00548 Nb6.13e-05 Co0.0609 Al0.00865 Ti0.0088,26.467067754436638,55.375172677701734,56.951735326320495,1850.3246040896033,8.104691845214,4.019605510611675,132.03215746387025,1.8373610018850473
Fe0.720C0.00407Mn0.0277Si0.00619Cr0.183Ni0.0411Mo0.000113V0.000107Nb0.0000585Co0.0000923Al0.0181,0.09,2.8,0.32,17.48,4.44,0.02,0.01,0.0,0.01,0.01,0.0,0.9,0.0,1236.6,1381.9,12.9,Fe0.72 C0.00407 Mn0.0277 Si0.00619 Cr0.183 Ni0.0411 Mo0.000113 V0.000107 Nb5.85e-05 Co9.23e-05 Al0.0181,25.300348175188613,54.621691706042434,54.36717820859539,1858.753311142446,7.840014720186526,3.9677586137278333,132.5948254666423,1.7938299490630378
Fe0.721C0.000476Mn0.000104Si0.000203Cr0.0560Ni0.109Mo0.0304V0.0105Nb0.0000615Co0.0611Al0.00191Ti0.00931,0.01,0.01,0.01,5.1,11.2,5.1,0.94,0.0,0.01,6.3,0.0,0.09,0.78,1040.4,1164.4,22.0,Fe0.721 C0.000476 Mn0.000104 Si0.000203 Cr0.056 Ni0.109 Mo0.0304 V0.0105 Nb6.15e-05 Co0.0611 Al0.00191 Ti0.00931,26.54875710516672,55.191784629891366,57.142831709330736,1857.3708472803503,8.050892217451976,4.027394733039719,132.25413060857576,1.8373800889842606
Fe0.721C0.000955Mn0.000104Si0.000204Cr0.000110Ni0.143Mo0.0299V0.00484Nb0.00124Co0.0867Al0.0102Ti0.00240,0.02,0.01,0.01,0.01,14.6,5.0,0.43,0.0,0.2,8.9,0.0,0.48,0.2,1026.6,1178.2,18.0,Fe0.721 C0.000955 Mn0.000104 Si0.000204 Cr0.00011 Ni0.143 Mo0.0299 V0.00484 Nb0.00124 Co0.0867 Al0.0102 Ti0.0024,26.690657000978362,56.09393566001401,57.37913068726122,1824.0682864089752,8.342466369460743,4.018813714644337,131.0342846121482,1.8520884362511278
Fe0.721C0.000955Mn0.000104Si0.000204Cr0.000110Ni0.146Mo0.0287V0.00293Nb0.0000617Co0.0846Al0.00765Ti0.00850,0.02,0.01,0.01,0.01,14.9,4.8,0.26,0.0,0.01,8.7,0.0,0.36,0.71,1164.4,1260.9,24.0,Fe0.721 C0.000955 Mn0.000104 Si0.000204 Cr0.00011 Ni0.146 Mo0.0287 V0.00293 Nb6.17e-05 Co0.0846 Al0.00765 Ti0.0085,26.672065967855985,56.019036191215015,57.32348223314065,1823.8194338072772,8.320843508793384,4.018982235173003,131.11760728534463,1.8512695407051876
Fe0.721C0.00189Mn0.00455Si0.00647Cr0.131Ni0.0000967Mo0.0364V0.000111N0.00122Nb0.0000611Co0.0963Al0.000631,0.04,0.44,0.32,12.0,0.01,6.16,0.01,0.03,0.01,10.0,0.0,0.03,0.0,1219.7,1674.0,12.5,Fe0.721 C0.00189 Mn0.00455 Si0.00647 Cr0.131 Ni9.67e-05 Mo0.0364 V0.000111 N0.00122 Nb6.11e-05 Co0.0963 Al0.000631,26.266175820706756,54.54090635289654,56.764784398949196,1893.790688414009,7.81843304060757,4.023146354144889,132.85252195143127,1.8264045915206288
Fe0.721C0.00191Mn0.000104Si0.000204Cr0.000110Ni0.147Mo0.0299V0.000113Nb0.00123Co0.0856Al0.0106Ti0.00288,0.04,0.01,0.01,0.01,15.0,5.0,0.01,0.0,0.2,8.8,0.0,0.5,0.24,1019.7,1157.5,15.0,Fe0.721 C0.00191 Mn0.000104 Si0.000204 Cr0.00011 Ni0.147 Mo0.0299 V0.000113 Nb0.00123 Co0.0856 Al0.0106 Ti0.00288,26.68537282229268,56.179655044566,57.352719184550864,1823.6488995663824,8.369370539778606,4.0164952615847085,130.8649659071944,1.8537604919197603
Fe0.721C0.00970Mn0.000101Si0.0119Cr0.0875Ni0.0246Mo0.00752V0.00316Nb0.0000597Co0.134Al0.000617Ti0.000232,0.21,0.01,0.6,8.2,2.6,1.3,0.29,0.0,0.01,14.2,0.0,0.03,0.02,1391.8,1839.6,11.0,Fe0.721 C0.0097 Mn0.000101 Si0.0119 Cr0.0875 Ni0.0246 Mo0.00752 V0.00316 Nb5.97e-05 Co0.134 Al0.000617 Ti0.000232,25.774173504585256,55.453024856213524,55.50534267470686,1862.3544974423462,8.115112040837685,3.9756721805512383,131.0530954087192,1.8332133167704543
Fe0.722C0.000475Mn0.000104Si0.000203Cr0.0549Ni0.109Mo0.0297V0.000112Nb0.0000614Co0.0600Al0.00190Ti0.0216,0.01,0.01,0.01,5.0,11.2,5.0,0.01,0.0,0.01,6.2,0.0,0.09,1.81,1164.4,1288.4,33.0,Fe0.722 C0.000475 Mn0.000104 Si0.000203 Cr0.0549 Ni0.109 Mo0.0297 V0.000112 Nb6.14e-05 Co0.06 Al0.0019 Ti0.0216,26.520816146785467,55.14439980025107,57.06882059609098,1853.993389766207,8.03534184206195,4.026706920436609,132.3637616476047,1.8357962468879228
Fe0.722C0.00797Mn0.00164Si0.00100Cr0.0322Ni0.0961Mo0.00710V0.000111Nb0.0000606Co0.131Al0.000209,0.17,0.16,0.05,2.97,10.02,1.21,0.01,0.0,0.01,13.74,0.0,0.01,0.0,1547.3,1663.9,14.4,Fe0.722 C0.00797 Mn0.00164 Si0.001 Cr0.0322 Ni0.0961 Mo0.0071 V0.000111 Nb6.06e-05 Co0.131 Al0.000209,26.197339258544158,55.93716931097811,56.30150779134345,1832.3365541260844,8.297491491314807,3.9900055093574034,130.37193905966296,1.8463840664500952
Fe0.723C0.00320Mn0.00600Si0.00587Cr0.158Ni0.0655Mo0.0129V0.000108Nb0.0000591Co0.0000932Al0.0244,0.07,0.6,0.3,15.0,7.0,2.25,0.01,0.0,0.01,0.01,0.0,1.2,0.0,1463.0,1555.4,6.5,Fe0.723 C0.0032 Mn0.006 Si0.00587 Cr0.158 Ni0.0655 Mo0.0129 V0.000108 Nb5.91e-05 Co9.32e-05 Al0.0244,25.564036542581086,55.005949974693,54.92915134259466,1860.5435393161433,7.959176395711351,3.9762684606802536,132.34082641673467,1.8082544548994262
Fe0.724C0.00140Mn0.000510Si0.00339Cr0.000108Ni0.157Mo0.000117V0.0440Nb0.0000603Co0.0656Al0.00208Ti0.00164,0.03,0.05,0.17,0.01,16.4,0.02,4.0,0.0,0.01,6.9,0.0,0.1,0.14,1536.5,1536.5,11.0,Fe0.724 C0.0014 Mn0.00051 Si0.00339 Cr0.000108 Ni0.157 Mo0.000117 V0.044 Nb6.03e-05 Co0.0656 Al0.00208 Ti0.00164,26.14738445730811,55.86616662597949,56.05650780504114,1812.3752065320589,8.279065527505454,3.991906533548727,131.15659972999444,1.8372163643897084
Fe0.725C0.0155Mn0.000677Si0.0899Cr0.000102Ni0.167Mo0.000111V0.000104Nb0.0000572Co0.0000902Al0.000591,0.35,0.07,4.75,0.01,18.5,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,1250.5,1949.9,2.0,Fe0.725 C0.0155 Mn0.000677 Si0.0899 Cr0.000102 Ni0.167 Mo0.000111 V0.000104 Nb5.72e-05 Co9.02e-05 Al0.000591,24.93812691891485,58.41998417827307,53.13159431432971,1816.7126452610287,8.968699043289957,3.8785718489361374,127.90941821124007,1.8605097342454315
Fe0.727C0.000476Mn0.000104Si0.000203Cr0.0549Ni0.108Mo0.0304V0.000112Nb0.0000615Co0.0611Al0.00212Ti0.0154,0.01,0.01,0.01,5.0,11.1,5.1,0.01,0.0,0.01,6.3,0.0,0.1,1.29,1123.1,1247.1,23.0,Fe0.727 C0.000476 Mn0.000104 Si0.000203 Cr0.0549 Ni0.108 Mo0.0304 V0.000112 Nb6.15e-05 Co0.0611 Al0.00212 Ti0.0154,26.5531348121493,55.21661575204537,57.14075104583615,1853.7993066143663,8.058956781162472,4.027189857947455,132.2045342599811,1.8377538225970904
Fe0.730C0.00414Mn0.0101Si0.00983Cr0.186Ni0.0395Mo0.0158V0.000108N0.00394Nb0.0000594Co0.0000937Al0.000614,0.09,1.0,0.5,17.5,4.2,2.75,0.01,0.1,0.01,0.01,0.0,0.03,0.0,1016.4,1324.4,12.0,Fe0.73 C0.00414 Mn0.0101 Si0.00983 Cr0.186 Ni0.0395 Mo0.0158 V0.000108 N0.00394 Nb5.94e-05 Co9.37e-05 Al0.000614,25.66682037154922,54.44523858633765,55.231433003294974,1890.311576507188,7.779402332628228,3.989257388457396,132.72240888211593,1.8121999377915146
Fe0.731C0.00897Mn0.000103Si0.000202Cr0.0742Ni0.0271Mo0.0142V0.00312Nb0.0000610Co0.137W0.00401Al0.000631Ti0.000237,0.19,0.01,0.01,6.8,2.8,2.4,0.28,0.0,0.01,14.2,1.3,0.03,0.02,1371.1,1812.1,13.0,Fe0.731 C0.00897 Mn0.000103 Si0.000202 Cr0.0742 Ni0.0271 Mo0.0142 V0.00312 Nb6.1e-05 Co0.137 W0.00401 Al0.000631 Ti0.000237,26.26273787661091,55.22279718714592,56.70982135166431,1871.838124574105,8.05392802402796,4.003505076765977,131.4750637967935,1.8388060757328386
Fe0.732C0.00415Mn0.00504Si0.00553Cr0.182Ni0.0395Mo0.0117V0.000109Nb0.0000597Co0.0190Al0.000616,0.09,0.5,0.28,17.12,4.18,2.02,0.01,0.0,0.01,2.02,0.0,0.03,0.0,1117.3,1286.6,20.2,Fe0.732 C0.00415 Mn0.00504 Si0.00553 Cr0.182 Ni0.0395 Mo0.0117 V0.000109 Nb5.97e-05 Co0.019 Al0.000616,25.759289418165192,54.35630931814164,55.428815063051736,1892.5295234882863,7.766144842572014,3.99731290650129,132.7858054483489,1.8088175938354596
Fe0.732C0.00480Mn0.00556Si0.00533Cr0.136Ni0.0000981Mo0.000120V0.000113N0.00123Nb0.0000620Co0.0953W0.0188Al0.000640,0.1,0.53,0.26,12.32,0.01,0.02,0.01,0.03,0.01,9.75,6.0,0.03,0.0,1232.0,1566.2,14.7,Fe0.732 C0.0048 Mn0.00556 Si0.00533 Cr0.136 Ni9.81e-05 Mo0.00012 V0.000113 N0.00123 Nb6.2e-05 Co0.0953 W0.0188 Al0.00064,26.531168994926368,54.64943421504316,57.59556539748139,1897.3845869784311,7.852169049823453,4.0197509512244896,132.5265042426247,1.8252396407750746
Fe0.733C0.00750Mn0.00164Si0.00100Cr0.0213Ni0.0964Mo0.00587V0.000111Nb0.0000606Co0.133Al0.000209,0.16,0.16,0.05,1.97,10.05,1.0,0.01,0.0,0.01,13.88,0.0,0.01,0.0,1592.9,1729.6,14.5,Fe0.733 C0.0075 Mn0.00164 Si0.001 Cr0.0213 Ni0.0964 Mo0.00587 V0.000111 Nb6.06e-05 Co0.133 Al0.000209,26.2113198544212,56.00551710015073,56.32143102184482,1825.909010873615,8.3213210883094,3.98972253113868,130.28164688279242,1.8476051869700612
Fe0.734C0.00750Mn0.000615Si0.000802Cr0.0211Ni0.0974Mo0.00575V0.000111Nb0.0000606Co0.132Al0.000209Ti0.000118,0.16,0.06,0.04,1.95,10.15,0.98,0.01,0.0,0.01,13.8,0.0,0.01,0.01,1629.9,1760.8,14.5,Fe0.734 C0.0075 Mn0.000615 Si0.000802 Cr0.0211 Ni0.0974 Mo0.00575 V0.000111 Nb6.06e-05 Co0.132 Al0.000209 Ti0.000118,26.21381950124122,56.00785022511528,56.32283476531591,1826.0105731656665,8.32246303163778,3.989796187845216,130.2751614139768,1.8478760797610725
Fe0.735C0.000951Mn0.000104Si0.000203Cr0.0549Ni0.108Mo0.0286V0.000112Nb0.0000615Co0.0601Al0.00190Ti0.00978,0.02,0.01,0.01,5.0,11.1,4.8,0.01,0.0,0.01,6.2,0.0,0.09,0.82,1047.3,1178.2,18.0,Fe0.735 C0.000951 Mn0.000104 Si0.000203 Cr0.0549 Ni0.108 Mo0.0286 V0.000112 Nb6.15e-05 Co0.0601 Al0.0019 Ti0.00978,26.539262077109242,55.29660457041856,57.0960217743719,1852.3140966168737,8.08580425452743,4.024663615453057,131.98936593207137,1.8391316994953044
Fe0.735C0.00514Mn0.00593Si0.00440Cr0.128Ni0.0000957Mo0.0227V0.000110N0.000802Nb0.0000604Co0.0972Al0.000624,0.11,0.58,0.22,11.89,0.01,3.88,0.01,0.02,0.01,10.2,0.0,0.03,0.0,1096.5,1492.3,14.5,Fe0.735 C0.00514 Mn0.00593 Si0.0044 Cr0.128 Ni9.57e-05 Mo0.0227 V0.00011 N0.000802 Nb6.04e-05 Co0.0972 Al0.000624,26.020286140230695,54.6385994429746,56.16068250268499,1884.8820898022236,7.855533171390057,4.005852036588528,132.4211350475136,1.8237446924545986
Fe0.735C0.0111Mn0.000101Si0.000198Cr0.0974Ni0.0266Mo0.00754V0.00404Nb0.0000599Co0.117Al0.000619Ti0.000349,0.24,0.01,0.01,9.1,2.8,1.3,0.37,0.0,0.01,12.4,0.0,0.03,0.03,1615.8,1960.2,15.5,Fe0.735 C0.0111 Mn0.000101 Si0.000198 Cr0.0974 Ni0.0266 Mo0.00754 V0.00404 Nb5.99e-05 Co0.117 Al0.000619 Ti0.000349,25.85089952879325,55.10706506125107,55.679281957054904,1871.2227454930562,8.017406179897359,3.9845830063772563,131.39755295688457,1.83082660729641
Fe0.736C0.0107Mn0.000101Si0.000198Cr0.0964Ni0.0266Mo0.00755V0.00328Nb0.0000600Co0.118Al0.000619Ti0.000349,0.23,0.01,0.01,9.0,2.8,1.3,0.3,0.0,0.01,12.5,0.0,0.03,0.03,1522.7,2024.0,14.4,Fe0.736 C0.0107 Mn0.000101 Si0.000198 Cr0.0964 Ni0.0266 Mo0.00755 V0.00328 Nb6e-05 Co0.118 Al0.000619 Ti0.000349,25.864320597845484,55.11407131219764,55.70786353422378,1869.74298517688,8.020268898452477,3.9853909109002585,131.39112493086506,1.830914020704961
Fe0.737C0.000956Mn0.000105Si0.000204Cr0.000110Ni0.127Mo0.0299V0.00530Nb0.0000618Co0.0867Al0.00426Ti0.00852,0.02,0.01,0.01,0.01,13.0,5.0,0.47,0.0,0.01,8.9,0.0,0.2,0.71,1061.1,1198.9,23.0,Fe0.737 C0.000956 Mn0.000105 Si0.000204 Cr0.00011 Ni0.127 Mo0.0299 V0.0053 Nb6.18e-05 Co0.0867 Al0.00426 Ti0.00852,26.692693093446678,55.823498415385075,57.41103269352639,1830.477183464971,8.25863939091914,4.023583045500285,131.37033614473825,1.850531887875496
Fe0.737C0.00836Mn0.000102Si0.000199Cr0.0977Ni0.0266Mo0.00756V0.00318Nb0.0000601Co0.118Al0.000621Ti0.000350,0.18,0.01,0.01,9.1,2.8,1.3,0.29,0.0,0.01,12.5,0.0,0.03,0.03,1426.2,1800.6,16.0,Fe0.737 C0.00836 Mn0.000102 Si0.000199 Cr0.0977 Ni0.0266 Mo0.00756 V0.00318 Nb6.01e-05 Co0.118 Al0.000621 Ti0.00035,25.908934103446317,55.05568311750718,55.80624228830764,1865.4925063124413,8.003917749565108,3.990077441746644,131.52934111048353,1.8290301671817883
Fe0.737C0.0111Mn0.000101Si0.000198Cr0.0964Ni0.0266Mo0.00755V0.00317Nb0.0000599Co0.117Al0.000619Ti0.000233,0.24,0.01,0.01,9.0,2.8,1.3,0.29,0.0,0.01,12.4,0.0,0.03,0.02,1564.0,1939.6,16.0,Fe0.737 C0.0111 Mn0.000101 Si0.000198 Cr0.0964 Ni0.0266 Mo0.00755 V0.00317 Nb5.99e-05 Co0.117 Al0.000619 Ti0.000233,25.856136945368387,55.12223402296869,55.68872718543037,1870.5244517244416,8.022459605998174,3.98459337606468,131.369270289548,1.8312075156877652
Fe0.740C0.00457Mn0.0300Si0.00586Cr0.179Ni0.0393Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.000610,0.1,3.0,0.3,17.0,4.2,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,1130.4,1350.6,30.5,Fe0.74 C0.00457 Mn0.03 Si0.00586 Cr0.179 Ni0.0393 Mo0.000114 V0.000108 Nb5.91e-05 Co9.31e-05 Al0.00061,25.523293357241503,54.31616906111768,54.866421930446215,1873.1951396709178,7.7555239287388344,3.9845586868727083,132.76923844834855,1.7978783016186028
Fe0.741C0.00702Mn0.00164Si0.00100Cr0.0321Ni0.0964Mo0.00586V0.000110Nb0.0000605Co0.115Al0.000208,0.15,0.16,0.05,2.97,10.06,1.0,0.01,0.0,0.01,12.05,0.0,0.01,0.0,1455.4,1567.7,16.7,Fe0.741 C0.00702 Mn0.00164 Si0.001 Cr0.0321 Ni0.0964 Mo0.00586 V0.00011 Nb6.05e-05 Co0.115 Al0.000208,26.181121323152727,55.87594093753639,56.24482859962185,1829.6859169221063,8.278777407203231,3.9906762155281124,130.492338802987,1.8445165401587469
Fe0.744C0.00414Mn0.0217Si0.00354Cr0.180Ni0.0401Mo0.00598V0.000108Nb0.0000594Co0.0000937Al0.000614,0.09,2.16,0.18,16.92,4.26,1.04,0.01,0.0,0.01,0.01,0.0,0.03,0.0,1028.7,1315.2,18.0,Fe0.744 C0.00414 Mn0.0217 Si0.00354 Cr0.18 Ni0.0401 Mo0.00598 V0.000108 Nb5.94e-05 Co9.37e-05 Al0.000614,25.66169206698835,54.24823781550802,55.19134109214392,1881.6637606538047,7.735370177453534,3.993607542112638,132.91302664477132,1.8015778672566822
Fe0.745C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0794Mo0.0129V0.000108Nb0.0000594Co0.0000937Al0.0268Ti0.000115,0.03,0.01,0.01,12.64,8.44,2.24,0.01,0.0,0.01,0.01,0.0,1.31,0.01,1521.3,1572.3,13.5,Fe0.745 C0.00138 Mn0.000101 Si0.000197 Cr0.134 Ni0.0794 Mo0.0129 V0.000108 Nb5.94e-05 Co9.37e-05 Al0.0268 Ti0.000115,25.71897900533527,55.122323050017975,55.234439385759146,1847.158437484783,8.007491345583643,3.9832049881113307,132.21788302422596,1.812850825687761
Fe0.747C0.000899Mn0.000982Si0.0820Cr0.000104Ni0.166Mo0.000112V0.000106Nb0.0000581Co0.0000916Al0.00140Ti0.00101,0.02,0.1,4.27,0.01,18.1,0.02,0.01,0.0,0.01,0.01,0.0,0.07,0.09,1801.8,1915.4,4.0,Fe0.747 C0.000899 Mn0.000982 Si0.082 Cr0.000104 Ni0.166 Mo0.000112 V0.000106 Nb5.81e-05 Co9.16e-05 Al0.0014 Ti0.00101,25.308863093212025,57.910274608164535,53.958352375288676,1787.723223520942,8.830736433755733,3.9149519180901637,128.92540799931822,1.8487851747219617
Fe0.748C0.00704Mn0.00164Si0.00120Cr0.0218Ni0.0967Mo0.00716V0.000111Nb0.0000606Co0.116Al0.000209,0.15,0.16,0.06,2.01,10.08,1.22,0.01,0.0,0.01,12.15,0.0,0.01,0.0,1503.4,1642.2,16.0,Fe0.748 C0.00704 Mn0.00164 Si0.0012 Cr0.0218 Ni0.0967 Mo0.00716 V0.000111 Nb6.06e-05 Co0.116 Al0.000209,26.221396578888367,55.94151295612872,56.33430402023461,1827.2515820056112,8.299834006820141,3.9917309434369095,130.43440689190723,1.8468056163659397
Fe0.750C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0789Mo0.0128V0.000109Nb0.0000596Co0.0000940Al0.0218Ti0.00104,0.03,0.01,0.01,12.51,8.36,2.22,0.01,0.0,0.01,0.01,0.0,1.06,0.09,1350.3,1413.2,18.2,Fe0.75 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0789 Mo0.0128 V0.000109 Nb5.96e-05 Co9.4e-05 Al0.0218 Ti0.00104,25.779521483458502,55.024745052580286,55.36945259127889,1851.2573660759392,7.979978800989231,3.988096417279134,132.29379479701754,1.813768271240082
Fe0.750C0.00184Mn0.000101Si0.000394Cr0.133Ni0.0814Mo0.0121V0.000109Nb0.0000596Co0.0000939Al0.0205,0.04,0.01,0.02,12.52,8.63,2.1,0.01,0.0,0.01,0.01,0.0,1.0,0.0,1308.0,1431.4,14.3,Fe0.75 C0.00184 Mn0.000101 Si0.000394 Cr0.133 Ni0.0814 Mo0.0121 V0.000109 Nb5.96e-05 Co9.39e-05 Al0.0205,25.782844494909202,55.04698181017859,55.36873530556399,1852.1927217705124,7.98798626447145,3.9875806011919797,132.21361177874098,1.8146721175273046
Fe0.751C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0128V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0217Ti0.00104,0.03,0.01,0.01,12.49,8.31,2.21,0.01,0.01,0.01,0.01,0.0,1.06,0.09,1357.9,1408.6,16.8,Fe0.751 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0784 Mo0.0128 V0.000109 N0.000395 Nb5.96e-05 Co9.39e-05 Al0.0217 Ti0.00104,25.77249357801925,55.03058847287571,55.35477035768995,1850.664345922698,7.981259263073023,3.987416066873576,132.2745721553712,1.8142409886076385
Fe0.751C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0784Mo0.0128V0.000109Nb0.0000596Co0.0000939Al0.0220Ti0.000578,0.03,0.01,0.01,12.49,8.31,2.22,0.01,0.0,0.01,0.01,0.0,1.07,0.05,1317.0,1526.5,18.1,Fe0.751 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0784 Mo0.0128 V0.000109 Nb5.96e-05 Co9.39e-05 Al0.022 Ti0.000578,25.777821356711915,55.03088459401321,55.366053402036165,1851.053669808051,7.981831985703975,3.9878991936230044,132.28258634805698,1.8138221229276041
Fe0.751C0.00138Mn0.000101Si0.000197Cr0.133Ni0.0787Mo0.0128V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0217Ti0.000231,0.03,0.01,0.01,12.52,8.34,2.21,0.01,0.01,0.01,0.01,0.0,1.06,0.02,1269.0,1325.2,16.2,Fe0.751 C0.00138 Mn0.000101 Si0.000197 Cr0.133 Ni0.0787 Mo0.0128 V0.000109 N0.000395 Nb5.96e-05 Co9.39e-05 Al0.0217 Ti0.000231,25.77621464611987,55.04211473379033,55.36183120150904,1850.554439411602,7.985086617725239,3.9874096601556457,132.24965409423098,1.8144916357969585
Fe0.751C0.00138Mn0.000101Si0.000197Cr0.134Ni0.0782Mo0.0128V0.000109N0.000395Nb0.0000596Co0.0000939Al0.0215Ti0.000116,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0.0,1.05,0.01,1306.9,1336.4,15.9,Fe0.751 C0.00138 Mn0.000101 Si0.000197 Cr0.134 Ni0.0782 Mo0.0128 V0.000109 N0.000395 Nb5.96e-05 Co9.39e-05 Al0.0215 Ti0.000116,25.776316051328486,55.030886397990294,55.36333772308307,1851.118205182951,7.981549205136448,3.9876119991819596,132.2595883900369,1.8143618485496544
